Category;SubCategory;Acronym;Organisation-FR;Description;Address;Apartment;City;Province;Postal Code;Métro;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;OpenHours;Phone1;Phone2;Fax;Website;Email;Notes
CommunityOrganizations;;;La Maisonnée;"Depuis 1979, nous accueillons chaque année plus de 10 000 personnes que nous aidons à prendre place au sein de la société québécoise en les accompagnant et les guidant vers des ressources leur permettant de bâtir une vie équilibrée et harmonieuse. Nous offrons des services collectifs et individuels de qualité en matière d’accueil et d’établissement ainsi que d’employabilité et d’insertion en emploi. Notre mission est en effet de faire de tout résident, ancien, nouveau ou de naissance, un citoyen à part entière";6865, avenue Christophe Colombe, (coin Bélanger);;Montréal;Québec;H2S 2H3;Jean Talon;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;;Lundi à vendredi 9h à 17h00;(514) 271-3533;;(514) 271-1910;https://www.lamaisonneeinc.org;info@lamaisonnee.org;Clientèle : Immigrants reçus, demandeurs d’asile, réfugiés acceptés. Services / Activités : Aide à remplir les formulaires , conseils juridiques lorsque stagaires en droit , dépannage alimentaire (pour tous) , ateliers pour l’employabilité (pour les residents permanentes depuis moins de 5 ans principalement) , cours de francisation, d’espagnol, et d’anglais , aide aux devoirs et prevention du décrochage scolaire, activités communautaires diverses , clinique d’impôt pour individus (<$20,000) et familles (<$26,000) à faible revenu (prendre RDV).
CommunityOrganizations;;;L’Hirondelle;Nous facilitons l’accueil des nouveaux arrivants ainsi que leur intégration sociale et leur insertion dans le marché du travail. Nous impliquons activement les Québécois de longue date et les acteurs des milieux publics, privés et communautaires dans l’intégration des personnes immigrantes à leur nouveau milieu de vie;4652, rue Jeanne Mance, 2e étage;;Montréal;Québec;H2V 4J4;Mont Royal, Bus 97 ou le 11;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;;Lundi à vendredi 9h à 12h00, 13h à 17h00.;514) 281-2038;(514) 281-5696;;https://www.hirondelle.qc.ca;administration@hirondelle.qc.ca;Clientèle : Résidents permanents depuis moins de 5 ans, demandeurs d’asile, réfugiés acceptés. Services / Activités : Aide à remplir des formulaires et assistance dans toute la demarche d’immigration , recherche d’emploi et de logement , traduction , aide alimentaire.
CommunityOrganizations;;PROMIS;PROMIS (Promotion multiculture intégration société nouvelle);"In the form of custom consultations and group information sessions, our integration support services for new immigrants are free of charge. Geared toward individuals and families, the services cover eight areas of action: Welcome and integration, Francization, Employment assistance, Regionalization, Academic support, Family support, Food action, Lodging. PROMIS also offers custom services to companies. In pursuing its mission to help immigrants, PROMIS practices the following values: autonomy, respect for differences, mutual support, and solidarity.";3333, chemin de la Côte-Sainte-Catherine (corner Decelles);;Montréal;Québec;H3T 1C8;;;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;09h00-17h00;;Lundi à vendredi 09h00 à 17h00;(514) 345-1615;;(514) 345-1088;http://promis.qc.ca/;;Clientèle : Tous ! Service / Activités : Aide à remplir les formulaires (pas passport) , Officier assermenté sur place (prendre rdv) , Aide à la recherche d’emploi , Aide aux familles (vêtements, références pour nourriture) : Francisation , cours interculturel pour femmes d’Asie du Sud (artisanat, couture).
CommunityOrganizations;;SIARI;SIARI (Service d’interprète, d’aide et de référence aux immigrants);We complete all immigration forms: work permits, permanent residence, sponsorship, visa applications, citizenship examination, tax declaration, child tax benefits, etc. Also free French courses, English and computer courses, without forgetting the Information sessions, coffee-meetings and individual meetings, as required.;6767, chemin de la Côte-des-Neiges, bureau 499;bureau 499;Montréal;Québec;H3S 2T6;;;;;;;;;;(514) 738-4763;;514) 738-4925;http://www.siari.org/en/;;Clientèle : Toutes catégories ! Service / Activités : Cours de francais, d’anglais, d’informatique. Cours de couture (en tamoul et en bengali) gratuits mais doivent fournir leur propre matériel , camp d’été pour les enfants.
CommunityOrganizations;;PRAIDA;PRAIDA (Programme régional d’aide aux demandeurs d’asile);Find resources about health and services. Resources such as Medical consultation, family doctor, integrated center, laboratoy tests, abortion services and CLSC.;5700, chemin de la Côte-des-Neiges, 3e étage (CLSC CDN);;Montréal;QC;H1T 3X2;;;;;;;;;;(514) 731-8531 ext.2880;;;https://santemontreal.qc.ca/en/public/;;Clientèle : Demandeus d’asile. Service / Activités : Information générale (pas d’aide pour remplir formulaires) , référence à des avocats , assistance financière , aide pour trouver logement.
CommunityOrganizations;;;Solidarity Across Borders;Solidarity Across Borders is a migrant justice network based in Montreal, active since 2003. We are comprised of migrants and supporters, and we organize together to support individuals and families who are confronting an unjust immigration and refugee system. We engage in popular education, support work, as well as political mobilizations, including demonstrations, pickets, delegations, and direct actions.Our main demands are an end to deportations, detentions and double punishment, and support for a full, comprehensive and ongoing regularization program (ie. Status for All!). We also actively campaign to build a Solidarity City, the creation of a community that rejects a system that engenders poverty and anguish, not solely for immigrants and refugees, but also for other Montrealers confronting these same realities.;1500 de Maisonneuve West, # 204;# 204;Montréal;QC;H3G 1N1;;;;;;;;;;;;;http://www.solidarityacrossborders.org/en/;solidaritesansfrontieres@gmail.com;Clientèle : People who have exhausted their options legally. This is a volunteer service, so please do not give this number out unless people seem to have “tried everything”. Service / Activités : Monthly meet-up to help people with information and mutual support. Find out when the next clinic is happening at http://www.solidarityacrossborders.org/en/support-clinic-for-migrants. Can help people without status/papers (or awaiting status/papers) get access to services. DIY Humanitarian Application. * if you are facing deportation (failed refugee claim, criminal record, non-renewal of visa, etc) * if you are having difficulties accessing services because of immigration status * if you want to connect with others struggling with precarious immigration status …
IncomeTaxes;;;Agence du revenu du Canada;"Impôt sur le revenu: Impôt sur le revenu des particuliers, des sociétés et des fiducies  TPS/TVH: S'inscrire à la TPS/TVH, percevoir la TPS/TVH, produire une déclaration et verser la TPS/TVH, remboursements, crédits et liste concernant la TPS/TVH Retenues sur la paie: Comptes de retenues sur la paie, retenues et cotisations, déclarations de renseignements, et avantages et allocations Inscription au numéro d’entreprise: Lorsque vous avez besoin d'un numéro ou d'un compte de programme, comment s'inscrire, apporter des changements au compte, et autres programmes gouvernementaux. Régimes d’épargne et de pension: Comptes d'épargne libre d’impôt, régimes enregistrés d'épargne, régimes de pension collectifs, et administrateurs d'un égime de pension Prestations pour enfants et familles: Dates de paiement, allocation canadienne pour enfants, allocation spéciale pour enfants, crédit pour la TPS/TVH et autres avantages Taxes d'accise, droits et prélèvements: Douanes, taxe d’accise et droits d'accise, bois d’œuvre résineux, droit pour la sécurité des passagers du transport aérien et droit sur le cannabis Organismes de bienfaisance et dons: Liste des organismes de bienfaisance, inscription et exploitation d’un organisme de bienfaisance et crédits d’impôt pour don de bienfaisance";305, boulevard René Lévesque Ouest;;Montréal;Québec;H2Z 1A6;;;;;;;;;;1 800 959-8281;1 800 959-7383;;https://www.canada.ca/fr/agence-revenu.html;;Par courrier / By mail: C.P. 4000, Succ. Bureau Chef, Shawinigan-Sud, Québec G9N 7V9
IncomeTaxes;;;Revenu Québec;"We are responsible for collecting income tax and consumption taxes and for administering social programs and services that the government entrusts us with.As administrator of the tax system, we must ensure that each person pays the amounts they owe. We play an essential role in the government by collecting the money required to finance public services and by making sure taxpayers quickly receive the amounts to which they are entitled.";150, rue Sainte-Catherine Ouest;;Montréal;Québec;H5B 1A4;;;;;;;;;;(514) 864-6299;1 800 267-6299;;https://www.revenuquebec.ca/;;Par courrier / By mail: Revenu Québec // C. P. 3000, succursale Place-Desjardins // Montréal, Québec H5B 1A4
IncomeTaxes;;;Clinique d'impots;Nous sommes analystes fiscaux et vous proposons — individus, organismes et petites entreprises — notre clinique d’impôts. Nous vous offrons un service personnalisé, bien à l’écoute de vos besoins, et à longueur d’année.;576, rue Sainte-Catherine Est, bureau 110;bureau 110;Montréal;Québec;H2L 2E1;Beaudry;;;;;;;;;(514) 990-3789;;;https://www.villagegaimontreal.com/commerces/clinique-d-impots-solidaire-gilles-duguay-analyste-fiscal/;;Par rendez-vous / By appointment. Professional accountants with good rates.
ResourcesForLGBTQPeople;;;AGIR (Action LGBTQ with Immigrant and Refugees);"AGIR est un organisme autonome à but non lucratif, par et pour la communauté des LGBTQ nouvellement arrivés. Notre mission est de développer et d’offrir des services, de l’information, des programmes, des ressources, de la protection et de la défense des droits juridiques, sociaux et économiques pour les nouveaux migrants et pour les nouvelles migrantes (soit les demandeurs et demandeuses d’asiles, les personnes réfugiées, les immigrants et immigrantes, et ceux etcelles au statut non-déterminé) issus de la communauté lesbienne, gaie, bisexuelle, trans et queer (LGBTQ). Le tout dans une perspective de solidarité.";2075 RUE PLESSIS,;BUREAU 311;Montréal;Québec;H2L 2Y4;;;;;;;;;;;;;http://www.agirmontreal.org/;soutien.support@agirmontreal.org;Pas d’adresse Groupes de discussion, informations, ressources et fait la défense des droits de la communauté migrante LGBTQ+ (demandeurs d’asile, réfugiés, immigrants et personnes sans papiers
ResourcesForLGBTQPeople;;;Arc-en-ciel d’afrique;;576 Sainte-Catherine Est, bureau 104;bureau 104;Montréal;QC;H2L 2E1;;;;;;;;;;(514) 373-1953;;;;info@arcencieldafrique.org;Bureaux ouverts du lundi à vendredi – de 10h à 18h , nouveaux membres uniquement le vendredi de 13h à 17h. Accompagnement, défense des droits, et activités pour les personnes LGBT afro-caribéennes, aide avec le processus d’immigration
ResourcesForLGBTQPeople;;;Centre communautaire des gaies et lesbiennes de Montréal;Le Centre communautaire des gais et lesbiennes de Montréal (CCGLM) est un organisme sans but lucratif, fondé le 17 août 1988. Il agit pour améliorer la condition des membres de nos communautés, en favorisant la concertation et en suscitant la prise en charge du développement communautaire et social par les individus et les organismes;2075 rue Plessis, bureau 110;bureau 110;Montréal;QC;H2L 2Y4;;;13h00-18h00;13h00-18h00;13h00-18h00;13h00-18h00;13h00-18h00;;Lundi à vendredi 13h à 18h00.;(514) 528-8424;;;http://cdeacf.ca/organisation/centre-communautaire-gais-lesbiennes-montreal-ccglm;info@ccglm.org;Clinique d’information juridique gratuite, références, bibliothèque.
ResourcesForLGBTQPeople;;;Centre de solidarité lesbienne;S’appuyant sur l’analyse féministe, le CSL a pour mission d’améliorer les conditions de vie des lesbiennes en leur offrant des services et des interventions adaptés à leur réalité, et ce, dans les domaines de la violence conjugale, du bien-être et de la santé. Le CSL est un lieu d’échanges et d’entraide par et pour les lesbiennes. Également, de la sensibilisation s’effectue auprès de diverses institutions sur les différentes réalités des lesbiennes;4126 rue St-Denis, bureau 301;bureau 301;Montréal;QC;H2W 2M5;;;09h00-16h00;09h00-16h00;09h00-16h00;09h00-16h00;09h00-16h00;;Bureaux ouverts du lundi à jeudi de 9h à 16h;(514) 526-2452;;;https://www.solidaritelesbienne.qc.ca;info@solidaritelesbienne.qc.ca;Groupe de discussion, soutien pour lesbiennes qui vivent une situation de violence conjugale.
ResourcesForLGBTQPeople;;;Gai Écoute;Interligne est un centre de première ligne en matière d’aide et de renseignements à l’intention des personnes concernées par la diversité sexuelle et la pluralité des genres. Grâce à notre service offert 24 heures par jour, nous offrons un soutien aux personnes LGBTQ+, à leurs proches et au personnel des milieux communautaire, scolaire, de la santé et des services sociaux. À travers nos activités de sensibilisation, nous favorisons également une plus grande ouverture de la société envers les réalités des personnes LGBTQ+;C.P. 1006, succursale C;;Montréal;QC;H2L 4V2;;;;;;;;;;1 888 505-1010;(514) 866-0103;;http://interligne.co/;aide@gaiecoute.org;Ligne téléphonique 24 heures sur 24 , écoute et références.
